hotel_names,location,price,score_hotels,number_rating,star_number,received_time,giveback_time,description,hotel_link,id
Romantique Hotel De Hanoi,"Trong khu vực
Xem bản đồ
35 - 37 Bat Su, Hàng Bồ, Quận Hoàn Kiếm, Hà Nội, Việt Nam
Khu mua sắm
Phố Đường Tàu Hà Nội
623 m
Nhà thờ Lớn Hà Nội
676 m
Hồ Hoàn Kiếm
821 m
Cộng Cà Phê
223 m
Phố Cổ
335 m
Nhà hát Tuồng Việt Nam
348 m
Chợ Hàng Da
368 m",1465714,"8,6",168,4,No value,No value,"Romantique Hotel De Hanoi là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Hàng Bồ. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000928975.Romantique%20Hotel%20De%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=cb7563f3-b9c8-4b73-a8a1-6ef332d787f4,65
Church Legend Hotel Hanoi,"Trong khu vực
Xem bản đồ
46 Ấu Triệu, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội, Việt Nam, 107131
Khu mua sắm
Nhà thờ Lớn Hà Nội
54 m
Hồ Hoàn Kiếm
400 m
Phố Đường Tàu Hà Nội
472 m
Nhà thờ Lớn Hà Nội
54 m
Nhà thờ Hà Nội
87 m
Bệnh viện Việt Đức
160 m
Bệnh Viện Phụ Sản Trung Ương Phòng Khám
313 m",528398,"8,1",899,3,No value,No value,"Church Legend Hotel Hanoi là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Phường Hàng Trống. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000542112.Church%20Legend%20Hotel%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=3ad395c0-09f6-4d96-8b89-1b6b12c8795a,66
Anatole Hotel Hanoi,"Trong khu vực
Xem bản đồ
26 - 28 - 30 Nhà Chung, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội, Việt Nam, 10000
Khu mua sắm
Nhà thờ Lớn Hà Nội
151 m
Hồ Hoàn Kiếm
246 m
Phố Đường Tàu Hà Nội
664 m
Nhà thờ Hà Nội
137 m
Nhà thờ Lớn Hà Nội
151 m
Hồ Hoàn Kiếm
246 m
Bệnh viện Việt Đức
339 m",2089135,"9,4",442,4,No value,No value,"Anatole Hotel Hanoi là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Phường Hàng Trống. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000425908.Anatole%20Hotel%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=9a4e3592-802f-4215-9c97-d2de729481a1,67
Night Hotel,"Trong khu vực
Xem bản đồ
89 Bui Thi Xuan, Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội, Việt Nam
Xung quanh trung tâm giải trí
Nhà thờ Lớn Hà Nội
1.47 km
Hồ Hoàn Kiếm
1.48 km
Phố Đường Tàu Hà Nội
1.73 km
Đường Bà Triệu Hà Nội
230 m
Tượng đài Công an Nhân dân vì dân phục vụ
355 m
Indochine
435 m
CGV Vincom Center Bà Triệu
495 m",479728,"8,6",238,3,No value,No value,"Ở tại Night Hotel là một lựa chọn tốt khi bạn đến thăm Bùi Thị Xuân. Quầy lễ tân 24 giờ luôn sẵn sàng phục vụ bạn, từ nhận phòng đến trả phòng hoặc bất kỳ sự hỗ trợ nào bạn cần. Nếu bạn muốn biết thêm, đừng ngần ngại hỏi quầy lễ tân, chúng tôi luôn sẵn sàng phục vụ bạn. Wi-Fi có sẵn trong các khu vực công cộng của khách sạn để giúp bạn giữ liên lạc với gia đình và bạn bè.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000010027127.Night%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=1f1cb8f9-01d1-49cf-9f4d-9b198086f77a,68
Eco Nest Residence,"Trong khu vực
Xem bản đồ
65 Pho Nam Ngu, Cua Nam, Quận Hoan Kiem, Cửa  Nam, Quận Hoàn Kiếm, Hà Nội, Việt Nam
Phố Đường Tàu Hà Nội
450 m
Nhà thờ Lớn Hà Nội
752 m
Hồ Hoàn Kiếm
1.09 km
Ga Hà Nội
258 m
Namaste Hanoi
335 m
Chùa Quán Sứ
410 m
Phố Đường Tàu Hà Nội
450 m
Bảo tàng Công An Hà Nội
467 m",452338,"8,0",8,2,No value,No value,"Lưu trú tại Eco Nest Residence là một lựa chọn đúng đắn khi quý khách đến thăm Cửa Nam. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000006827612.Eco%20Nest%20Residence.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=14a4efa3-d060-45d9-bfa4-dc71a45eea1a,69
Khách sạn Mayflower Hà Nội,"Trong khu vực
Xem bản đồ
11 Hang Ruoi, Hàng Mã, Quận Hoàn Kiếm, Hà Nội, Việt Nam
Khu mua sắm
Phố Đường Tàu Hà Nội
867 m
Nhà thờ Lớn Hà Nội
919 m
Hồ Hoàn Kiếm
1.01 km
Masjid Al Noor Hanoi
128 m
Chợ Đồng Xuân
218 m
Đền Bạch Mã
359 m
King Pirates Pub
367 m",837663,"8,6",368,3,No value,No value,"Mayflower Hotel Hanoi toạ lạc tại khu vực / thành phố Hàng Mã. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000020008134.Kh%C3%A1ch%20s%E1%BA%A1n%20Mayflower%20H%C3%A0%20N%E1%BB%99i.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=8f1a52fd-3c72-4734-8b92-11ce2afa67ab,70
Riverside Boutique Hotel Hanoi,"Trong khu vực
Xem bản đồ
No 3 Van Don, Bạch Đằng, Quận Hai Bà Trưng, Hà Nội, Việt Nam
Gần khu vui chơi giải trí
Hồ Hoàn Kiếm
2.09 km
Nhà thờ Lớn Hà Nội
2.33 km
Phố Đường Tàu Hà Nội
2.81 km
Bệnh viện Hữu Nghị Việt Xô
353 m
Hai Ba Trung Shrine
1.03 km
Trường Đại học Dược Hà Nội
1.10 km
Indochine
1.17 km",422370,"7,8",41,3,No value,No value,"Ở tại Riverside Boutique Hotel Hanoi là một lựa chọn tốt khi bạn đến thăm Phường Bạch Đằng. Quầy lễ tân 24 giờ luôn sẵn sàng phục vụ bạn, từ nhận phòng đến trả phòng hoặc bất kỳ sự hỗ trợ nào bạn cần. Nếu bạn muốn biết thêm, đừng ngần ngại hỏi quầy lễ tân, chúng tôi luôn sẵn sàng phục vụ bạn. Wi-Fi có sẵn trong các khu vực công cộng của khách sạn để giúp bạn giữ liên lạc với gia đình và bạn bè.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000766720.Riverside%20Boutique%20Hotel%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=7d07eba3-d5bb-4272-9665-278cfd8523b1,71
Silk Path Hotel Hanoi,"Trong khu vực
Xem bản đồ
195 - 197 Hang Bong, Trang Tien Ward, Hàng Bông, Quận Hoàn Kiếm, Hà Nội, Việt Nam
Khu mua sắm
Phố Đường Tàu Hà Nội
135 m
Nhà thờ Lớn Hà Nội
442 m
Hồ Hoàn Kiếm
788 m
Phố Đường Tàu Hà Nội
135 m
Bệnh viện Việt Đức
324 m
Namaste Hanoi
335 m
Chợ Hàng Da
338 m",1798405,"8,7",261,5,No value,No value,"Silk Path Hotel Hanoi toạ lạc tại khu vực / thành phố Hàng Bông. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000340160.Silk%20Path%20Hotel%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=a7955c73-6203-4dbd-a1c3-1e5621c3aee4,72
Khách sạn Especen Legend,"Trong khu vực
Xem bản đồ
69 Phú Đoàn, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội, Việt Nam
Khu mua sắm
Nhà thờ Lớn Hà Nội
67 m
Hồ Hoàn Kiếm
413 m
Phố Đường Tàu Hà Nội
454 m
Nhà thờ Lớn Hà Nội
67 m
Nhà thờ Hà Nội
98 m
Bệnh viện Việt Đức
139 m
Bệnh Viện Phụ Sản Trung Ương Phòng Khám
322 m",395562,"5,7",48,2,No value,No value,"Especen Legend Hotel toạ lạc tại khu vực / thành phố Phường Hàng Trống. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000617906.Kh%C3%A1ch%20s%E1%BA%A1n%20Especen%20Legend.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=0f71d0f4-72a1-49a2-8e49-40aabbf0fda4,73
Patel Hotel Hanoi,"Trong khu vực
Xem bản đồ
35 Le Duc Tho, Mỹ Đình 2, Nam Từ Liêm, Hà Nội, Việt Nam
Xung quanh tiện ích công cộng
Bến Xe Mỹ Đình
633 m
Keangnam Landmark Tower 72
2.15 km
236 Phạm Văn Đồng, Cổ Nhuế, Bắc Từ Liêm, Hà Nội, Vietnam
2.71 km
Bến Xe Mỹ Đình
633 m
Ga Lê Đức Thọ
736 m
Trường Đại học Thương mại
787 m
Phòng Quản Lý Đô Thị Quận Nam Từ Liêm
901 m",375441,No value,No value,3,No value,No value,"Patel Hotel Hanoi là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Mỹ Đình 2. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000772207.Patel%20Hotel%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=d316affb-2833-4e8a-a43b-dff89e563113,74
Galaxy Hanoi Hotel & Apartment,"Trong khu vực
Xem bản đồ
Số 12, Ngõ 80, Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội, Việt Nam
Xung quanh tiện ích công cộng
Big C Thăng Long
902 m
Chùa Láng
1.34 km
Ga Thái Hà
1.95 km
Don Chicken
728 m
Sân Bóng Ngọc Bảo
781 m
Vimeco CT4 Tower
856 m
Big C Thăng Long
902 m",307144,"8,4",50,3,No value,No value,"Galaxy Hanoi Hotel & Apartment toạ lạc tại khu vực / thành phố Phường Trung Hòa. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000895170.Galaxy%20Hanoi%20Hotel%20%26%20Apartment.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=f5362fd6-1361-4981-a5b6-556b274dad33,75
Rose Garden Residences,"Trong khu vực
Xem bản đồ
170 Ngọc Khánh, Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam, 100000
Gần khu vui chơi giải trí
Chùa Láng
1.77 km
Lăng Chủ tịch Hồ Chí Minh
2.08 km
Phố Đường Tàu Hà Nội
2.60 km
Khách sạn Lake Side Hotel
420 m
Đường La Thành
735 m
Nhà ga Cát Linh
908 m
Vincom Center Metropolis
919 m",1390520,"8,9",81,4,No value,No value,"Rose Garden Residences toạ lạc tại khu vực / thành phố Giảng Võ. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của nơi nghỉ cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000010032213.Rose%20Garden%20Residences.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=3d5396da-84ae-4e40-b784-78477148f064,76
Mövenpick Living West Hanoi,"Trong khu vực
Xem bản đồ
21 Duy Tan Street, Quận Cầu Giấy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội, Việt Nam
Xung quanh tiện ích công cộng
Bến Xe Mỹ Đình
670 m
Chùa Láng
2.31 km
Big C Thăng Long
2.80 km
Bệnh Viện 19 - 8 Bộ Công An
441 m
National University
625 m
Bến Xe Mỹ Đình
670 m
Đại học Quốc gia Hà Nội
727 m",2799998,"9,2",91,5,No value,No value,"Mövenpick Living West Hanoi nằm ở khu vực / thành phố Quận Cầu Giấy. Quầy lễ tân 24 giờ luôn sẵn sàng phục vụ quý khách, từ thủ tục nhận phòng đến trả phòng hoặc bất kỳ sự hỗ trợ nào bạn cần. Nếu bạn muốn nhiều hơn, đừng ngần ngại hỏi quầy lễ tân, chúng tôi luôn sẵn sàng phục vụ bạn. Wi-Fi có sẵn trong các khu vực chung của khách sạn để giúp bạn giữ liên lạc với gia đình và bạn bè.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000881928.M%C3%B6venpick%20Living%20West%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=26d286d1-a4a8-4607-beac-ac00fcc6a148,77
Mövenpick Hotel Hanoi Centre,"Trong khu vực
Xem bản đồ
Tran Hung Dao, Hoan Kiem, Hà Nội, Đường 83A Lý Thường Kiệt, Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội, Việt Nam
Khu mua sắm
Phố Đường Tàu Hà Nội
549 m
Nhà thờ Lớn Hà Nội
610 m
Hồ Hoàn Kiếm
902 m
Chùa Quán Sứ
119 m
Namaste Hanoi
126 m
Bảo tàng Công An Hà Nội
176 m
Di tích nhà tù Hỏa Lò
210 m",4299998,"8,7",614,5,No value,No value,"Mövenpick Hotel Hanoi Centre là một khách sạn trong một khu phố tốt, nằm ở Trần Hưng Đạo. Quầy lễ tân 24 giờ luôn sẵn sàng phục vụ bạn, từ nhận phòng đến trả phòng hoặc bất kỳ sự hỗ trợ nào bạn cần. Nếu bạn muốn biết thêm, đừng ngần ngại hỏi quầy lễ tân, chúng tôi luôn sẵn sàng phục vụ bạn. Wi-Fi có sẵn trong các khu vực chung của khách sạn để giúp bạn giữ liên lạc với gia đình và bạn bè.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000189186.M%C3%B6venpick%20Hotel%20Hanoi%20Centre.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=262d365d-5d05-4099-ad4e-612bb65b4f1c,78
Grand Vista Hanoi,"Trong khu vực
Xem bản đồ
146 Giang Vo Str, Ba Dinh, Hanoi City., Giảng Võ, Quận Ba Đình, Hà Nội, Việt Nam, 100000
Gần khu vui chơi giải trí
Lăng Chủ tịch Hồ Chí Minh
1.85 km
Phố Đường Tàu Hà Nội
2.37 km
Nhà thờ Lớn Hà Nội
2.84 km
Khách sạn Lake Side Hotel
461 m
Nhà ga Cát Linh
669 m
Đường La Thành
690 m
Sân bóng đá Hoàng Cầu
939 m",2689610,"8,8",151,5,No value,No value,"Grand Vista Hanoi là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Giảng Võ. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000326449.Grand%20Vista%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=88237a7b-1248-4383-974d-d298c025d312,79
The Hanoi Club Hotel & Residences,"Trong khu vực
Xem bản đồ
76 Yen Phu, Yên Phụ, Tây Hồ, Hà Nội, Việt Nam
Xung quanh tiện ích công cộng
Lăng Chủ tịch Hồ Chí Minh
1.72 km
Phố Đường Tàu Hà Nội
2.58 km
Nhà thờ Lớn Hà Nội
2.91 km
Chùa Trấn Quốc
488 m
Chùa Thần Quang
806 m
Đền Quán Thánh
1.02 km
Hồ Tây
1.11 km",2490575,"8,4",539,5,No value,No value,"The Hanoi Club Hotel & Residences toạ lạc tại khu vực / thành phố Yên Phụ. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000391880.The%20Hanoi%20Club%20Hotel%20%26%20Residences.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=e429f2a6-37fd-4daa-9b77-bbe0f83e5cde,80
JW Marriott Hotel Hanoi,"Trong khu vực
Xem bản đồ
8 Đỗ Đức Dục, P.Từ Liêm, Phường Mễ Trì, Nam Từ Liêm, Hà Nội, Việt Nam
Gần khu vui chơi giải trí
Big C Thăng Long
1.10 km
Bến Xe Mỹ Đình
2.43 km
Chùa Láng
2.72 km
Nhà Hàng Hương Việt
26 m
JW Marriott Hotel Hanoi
116 m
Bảo tàng Hà Nội
441 m
iStay Hotel Apartment 5
612 m",6499998,"9,3",530,5,No value,No value,"Lưu trú tại JW Marriott Hotel Hanoi là một lựa chọn đúng đắn khi quý khách đến thăm Phường Mễ Trì. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000290585.JW%20Marriott%20Hotel%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=a6822f63-ad07-44fa-83e4-b405eb1bb249,81
Fraser Suites Hanoi,"Trong khu vực
Xem bản đồ
51 Đường Xuân Diệu, Quảng An, Quảng An, Tây Hồ, Hà Nội, Việt Nam
Gần khu vui chơi giải trí
Hồ Tây
1.32 km
Bệnh Viện Đa Khoa Quốc Tế Thu Cúc
2.53 km
Chợ hoa Quảng Bá
283 m
Hồ Tây
1.32 km
Thung lũng hoa hồ Tây
1.45 km
Vuon Hoa Phuong Linh
1.46 km
Công viên nước Hồ Tây
1.48 km",3214080,"9,0",234,5,No value,No value,"Fraser Suites Hanoi là một nơi nghỉ nằm trong khu vực an ninh, toạ lạc tại Quảng An. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của nơi nghỉ cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000268053.Fraser%20Suites%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=91926f26-9482-44ab-bc42-0c41d3cc4bc8,82
Hera Palace Hotel & Apartment Ba Dinh,"Trong khu vực
Xem bản đồ
Số 5 Ngõ 266 Đội Cấn, Ba Đình,, Vĩnh Phúc, Quận Ba Đình, Hà Nội, Việt Nam, 100000
Nhà ga Cát Linh
1.72 km
Chùa Láng
1.85 km
Lăng Chủ tịch Hồ Chí Minh
2.15 km
Bệnh viện Quân Y 354
307 m
Cung thể thao Quần Ngựa
324 m
Pizza 4P's Phan Kế Bính
391 m
Đài quan sát LOTTE Hà Nội
614 m
Capital Place
636 m",383412,"8,0",32,0,No value,No value,"Hera Palace Hotel & Apartment Ba Dinh toạ lạc tại khu vực / thành phố Vĩnh Phúc. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000005501430.Hera%20Palace%20Hotel%20%26%20Apartment%20Ba%20Dinh.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=e004cf30-326b-446c-b397-58ed38365668,83
Căn hộ Granda Central,"Trong khu vực
Xem bản đồ
Số 10, Lô A14/D21, Ngõ 100, Đường Dịch Vọng Hậu, Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội, Việt Nam
Gần khu vui chơi giải trí
Bến Xe Mỹ Đình
932 m
Chùa Láng
1.96 km
Big C Thăng Long
2.46 km
Bệnh Viện 19 - 8 Bộ Công An
812 m
National University
872 m
Bến Xe Mỹ Đình
932 m
Đại học Quốc gia Hà Nội
1.01 km",373434,"8,0",60,0,No value,No value,"Lưu trú tại Granda Central Apartment là một lựa chọn đúng đắn khi quý khách đến thăm Dịch Vọng Hậu. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của nơi nghỉ cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000010035092.C%C4%83n%20h%E1%BB%99%20Granda%20Central.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=9894ecee-d69d-4e5a-b705-ded0c4570628,84
Wyndham Sky Lake Resort & Villas,"Trong khu vực
Xem bản đồ
Van Son Lake Area, Hoang Van Thu, Chuong My, Hoàng Văn Thụ, Quận Chương Mỹ, Hà Nội, Việt Nam, 100000
Gần khu vui chơi giải trí
Wyndham Sky Lake Resort & Villas
74 m
Sân golf Sky Lake
231 m
Wyndham Sky Lake Resort & Villas
74 m
Sân golf Sky Lake
231 m
Maisonson Villas Miếu Môn
2.83 km
Chợ Cá
2.86 km
Trường THPT Nguyễn Văn Trỗi
3.04 km",2048188,"8,9",18,5,No value,No value,"Lưu ý: nơi nghỉ trước đây mang tên Wyndham Sky Lake Resort and Villas Wyndham Sky Lake Resort & Villas là một nơi nghỉ nằm trong khu vực an ninh, toạ lạc tại Hoàng Văn Thụ. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của nơi nghỉ cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000809551.Wyndham%20Sky%20Lake%20Resort%20%26%20Villas.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=24d12ede-4d87-4808-a712-8228b7feeeda,85
